N,nworkers,policy,tileSize,chunkSize,time
6000,2,1,4,1,121438 
6000,2,1,8,1,121543 
6000,4,1,1,1,75254.2 
6000,4,1,4,1,61545.8 
6000,4,1,8,1,61413 
6000,6,1,1,1,42761.6 
6000,6,1,4,1,43026.6 
6000,6,1,8,1,41016.9 
6000,8,1,1,1,32667.7 
6000,8,1,4,1,31129.3 
6000,8,1,8,1,31098.2 
6000,10,1,1,1,26609.4 
6000,10,1,4,1,25122.6 
6000,10,1,8,1,25033.8 
6000,12,1,1,1,22083.5 
6000,12,1,4,1,21401.9 
6000,12,1,8,1,20978.6 
6000,14,1,1,1,34816.5 
6000,14,1,4,1,18461.4 
6000,14,1,8,1,19161.9 
6000,16,1,1,1,20091.3 
6000,16,1,4,1,16280.4 
6000,16,1,8,1,16150.3 
6000,24,1,1,1,15058.8 
6000,24,1,4,1,11346.2 
6000,24,1,8,1,11427.9 
6000,32,1,1,1,29699.9 
6000,32,1,4,1,8928.54 
6000,32,1,8,1,8680.61 
6000,1,2,1,1,246257 
6000,1,2,4,1,244308 
6000,1,2,8,1,243628 
6000,2,2,1,1,134990 
6000,2,2,4,1,122392 
6000,2,2,8,1,121778 
6000,4,2,1,1,63087.1 
6000,4,2,4,1,61533.5 
6000,4,2,8,1,61453.4 
6000,6,2,1,1,43291 
6000,6,2,4,1,41634.1 
6000,6,2,8,1,41369.8 
6000,8,2,1,1,32564.9 
6000,8,2,4,1,31574.8 
6000,8,2,8,1,31008.9 
6000,10,2,1,1,26208.3 
6000,10,2,4,1,24914 
6000,10,2,8,1,25084.1 
6000,12,2,1,1,21956 
6000,12,2,4,1,22421 
6000,12,2,8,1,20796.7 
6000,14,2,1,1,20555.2 
6000,14,2,4,1,18648.1 
6000,14,2,8,1,19218.9 
6000,16,2,1,1,20571.6 
6000,16,2,4,1,16331.7 
6000,16,2,8,1,16228.3 
6000,24,2,1,1,19363.9 
6000,24,2,4,1,11379.6 
6000,24,2,8,1,11494 
6000,32,2,1,1,29645.7 
6000,32,2,4,1,8795.1 
6000,32,2,8,1,9040.91 
6000,1,3,1,32,247224 
6000,1,3,1,64,246923 
6000,1,3,1,128,246331 
6000,1,3,4,32,244425 
6000,1,3,4,64,245939 
6000,1,3,4,128,245949 
6000,1,3,8,32,244779 
6000,1,3,8,64,244477 
6000,1,3,8,128,245423 
6000,2,3,1,32,125159 
6000,2,3,1,64,126138 
6000,2,3,1,128,122879 
6000,2,3,4,32,121783 
6000,2,3,4,64,121654 
6000,2,3,4,128,123117 
6000,2,3,8,32,122145 
6000,2,3,8,64,123217 
6000,2,3,8,128,120834 
6000,4,3,1,32,66455.8 
6000,4,3,1,64,69955 
6000,4,3,1,128,65601.7 
6000,4,3,4,32,62225.3 
6000,4,3,4,64,61679.2 
6000,4,3,4,128,61251.3 
6000,4,3,8,32,61352.1 
6000,4,3,8,64,66564.3 
6000,4,3,8,128,61034.9 
6000,6,3,1,32,42471.4 
6000,6,3,1,64,42062 
6000,6,3,1,128,41751.3 
6000,6,3,4,32,40742.4 
6000,6,3,4,64,41227.6 
6000,6,3,4,128,41502.2 
6000,6,3,8,32,41262.6 
6000,6,3,8,64,41085.8 
6000,6,3,8,128,41531.4 
6000,8,3,1,32,34382.3 
6000,8,3,1,64,40239.6 
6000,8,3,1,128,39879.2 
6000,8,3,4,32,32155.2 
6000,8,3,4,64,31723.7 
6000,8,3,4,128,33777.1 
6000,8,3,8,32,31272.8 
6000,8,3,8,64,31056.8 
6000,8,3,8,128,31023 
6000,10,3,1,32,32437.3 
6000,10,3,1,64,34190.1 
6000,10,3,1,128,32207 
6000,10,3,4,32,25098.3 
6000,10,3,4,64,25139.3 
6000,10,3,4,128,25110.9 
6000,10,3,8,32,25120.7 
6000,10,3,8,64,25046.3 
6000,10,3,8,128,24705.3 
6000,12,3,1,32,22779.9 
6000,12,3,1,64,25415.5 
6000,12,3,1,128,22108.2 
6000,12,3,4,32,21693.5 
6000,12,3,4,64,21117.2 
6000,12,3,4,128,21440.1 
6000,12,3,8,32,20842.3 
6000,12,3,8,64,21069.3 
6000,12,3,8,128,20956.3 
6000,14,3,1,32,19189 
6000,14,3,1,64,21437.6 
6000,14,3,1,128,34965.4 
6000,14,3,4,32,18100.7 
6000,14,3,4,64,18548.4 
6000,14,3,4,128,18312.8 
6000,14,3,8,32,19671.8 
6000,14,3,8,64,18180 
6000,14,3,8,128,18215.8 
6000,16,3,1,32,27259.5 
6000,16,3,1,64,21655.8 
6000,16,3,1,128,21592.7 
6000,16,3,4,32,16343 
6000,16,3,4,64,16229.5 
6000,16,3,4,128,16242.1 
6000,16,3,8,32,15966.1 
6000,16,3,8,64,16162.8 
6000,16,3,8,128,16356.9 
6000,24,3,1,32,14158.4 
6000,24,3,1,64,13228.3 
6000,24,3,1,128,13188.9 
6000,24,3,4,32,11845.7 
6000,24,3,4,64,10988.3 
6000,24,3,4,128,10901.6 
6000,24,3,8,32,11802.9 
6000,24,3,8,64,10950 
6000,24,3,8,128,11060.1 
6000,32,3,1,32,19195.6 
6000,32,3,1,64,27790.7 
6000,32,3,1,128,15348.1 
6000,32,3,4,32,8816.79 
6000,32,3,4,64,11850.3 
6000,32,3,4,128,8817.44 
6000,32,3,8,32,9047.71 
6000,32,3,8,64,9615.13 
6000,32,3,8,128,8774.54 
8000,1,0,1,1,610708 
8000,1,0,4,1,626985 
8000,1,0,8,1,616022 
8000,1,1,1,1,624224 
8000,1,1,4,1,621246 
8000,1,1,8,1,623048 
8000,2,1,1,1,334069 
8000,2,1,4,1,315415 
8000,2,1,8,1,316519 
8000,4,1,1,1,165640 
8000,4,1,4,1,162323 
8000,4,1,8,1,156941 
8000,6,1,1,1,136305 
8000,6,1,4,1,107769 
8000,6,1,8,1,108318 
8000,8,1,1,1,107418 
8000,8,1,4,1,91282.3 
8000,8,1,8,1,82102 
8000,10,1,1,1,74393.6 
8000,10,1,4,1,63680.9 
8000,10,1,8,1,62950.2 
8000,12,1,1,1,54381.8 
8000,12,1,4,1,53014.8 
8000,12,1,8,1,52867.2 
8000,14,1,1,1,55353.3 
8000,14,1,4,1,48077.9 
8000,14,1,8,1,51944.2 
8000,16,1,1,1,54486.5 
8000,16,1,4,1,42330.2 
8000,16,1,8,1,42080.9 
8000,24,1,1,1,58188 
8000,24,1,4,1,30877.5 
8000,24,1,8,1,29504.5 
8000,32,1,1,1,46661.4 
8000,32,1,4,1,25763.7 
8000,32,1,8,1,24231.8 
8000,1,2,1,1,621783 
8000,1,2,4,1,614385 
8000,1,2,8,1,613364 
8000,2,2,1,1,320519 
8000,2,2,4,1,314904 
8000,2,2,8,1,311469 
8000,4,2,1,1,162301 
8000,4,2,4,1,155946 
8000,4,2,8,1,155770 
8000,6,2,1,1,108574 
8000,6,2,4,1,123132 
8000,6,2,8,1,106596 
8000,8,2,1,1,85380.7 
8000,8,2,4,1,81577.7 
8000,8,2,8,1,81923.4 
8000,10,2,1,1,75853.2 
8000,10,2,4,1,67402 
8000,10,2,8,1,63024.3 
8000,12,2,1,1,62441.4 
8000,12,2,4,1,53965.7 
8000,12,2,8,1,54090.9 
8000,14,2,1,1,60046.1 
8000,14,2,4,1,48272.8 
8000,14,2,8,1,47388 
8000,16,2,1,1,58120.1 
8000,16,2,4,1,41392.9 
8000,16,2,8,1,41585.7 
8000,24,2,1,1,51492.4 
8000,24,2,4,1,28611.9 
8000,24,2,8,1,31881.6 
8000,32,2,1,1,60934 
8000,32,2,4,1,28636.4 
8000,32,2,8,1,22458.8 
8000,1,3,1,32,620639 
8000,1,3,1,64,621564 
8000,1,3,1,128,627043 
8000,1,3,4,32,628617 
8000,1,3,4,64,629542 
8000,1,3,4,128,627749 
8000,1,3,8,32,653258 
8000,1,3,8,64,623444 
8000,1,3,8,128,621695 
8000,2,3,1,32,318276 
8000,2,3,1,64,327394 
8000,2,3,1,128,323046 
8000,2,3,4,32,312601 
8000,2,3,4,64,315738 
8000,2,3,4,128,312832 
8000,2,3,8,32,309506 
8000,2,3,8,64,304378 
8000,2,3,8,128,315131 
8000,4,3,1,32,175075 
8000,4,3,1,64,200370 
8000,4,3,1,128,179036 
8000,4,3,4,32,162717 
8000,4,3,4,64,164657 
8000,4,3,4,128,162661 
8000,4,3,8,32,159274 
8000,4,3,8,64,160770 
8000,4,3,8,128,157832 
8000,6,3,1,32,109244 
8000,6,3,1,64,107696 
8000,6,3,1,128,108695 
8000,6,3,4,32,105031 
8000,6,3,4,64,104947 
8000,6,3,4,128,105091 
8000,6,3,8,32,105443 
8000,6,3,8,64,105042 
8000,6,3,8,128,105097 
8000,8,3,1,32,82968.6 
8000,8,3,1,64,88902.8 
8000,8,3,1,128,85165.4 
8000,8,3,4,32,81543.5 
8000,8,3,4,64,85972.9 
8000,8,3,4,128,83608.6 
8000,8,3,8,32,78526 
8000,8,3,8,64,79478.9 
8000,8,3,8,128,85254.9 
8000,10,3,1,32,65184.3 
8000,10,3,1,64,65722.5 
8000,10,3,1,128,66507.1 
8000,10,3,4,32,63305.3 
8000,10,3,4,64,63458.6 
8000,10,3,4,128,63811.4 
8000,10,3,8,32,64295.9 
8000,10,3,8,64,64637.1 
8000,10,3,8,128,65107.7 
8000,12,3,1,32,56336.8 
8000,12,3,1,64,69185.9 
8000,12,3,1,128,70179.7 
8000,12,3,4,32,55772.5 
8000,12,3,4,64,55533.1 
8000,12,3,4,128,53250.1 
8000,12,3,8,32,61234 
8000,12,3,8,64,53234.7 
8000,12,3,8,128,60710.7 
8000,14,3,1,32,61591.6 
8000,14,3,1,64,53644 
8000,14,3,1,128,58096.4 
8000,14,3,4,32,49227.5 
8000,14,3,4,64,48564 
8000,14,3,4,128,48736.9 
8000,14,3,8,32,47752.7 
8000,14,3,8,64,47276.7 
8000,14,3,8,128,47849.8 
8000,16,3,1,32,49806.9 
8000,16,3,1,64,66477.8 
8000,16,3,1,128,66673.4 
8000,16,3,4,32,44770.5 
8000,16,3,4,64,46236.2 
8000,16,3,4,128,45336.2 
8000,16,3,8,32,42513.5 
8000,16,3,8,64,45595.1 
8000,16,3,8,128,44174.5 
8000,24,3,1,32,32443.1 
8000,24,3,1,64,32280.2 
8000,24,3,1,128,33363.4 
8000,24,3,4,32,27960.5 
8000,24,3,4,64,28499.5 
8000,24,3,4,128,30188.3 
8000,24,3,8,32,31347.8 
8000,24,3,8,64,28952 
8000,24,3,8,128,28947.6 
8000,32,3,1,32,64899.9 
8000,32,3,1,64,50272 
8000,32,3,1,128,68240.2 
8000,32,3,4,32,36583.1 
8000,32,3,4,64,36068.2 
8000,32,3,4,128,24061.5 
8000,32,3,8,32,23370.1 
8000,32,3,8,64,24368.7 
8000,32,3,8,128,23849.9 
